,all_virus_meta_GSE79172_MERS_MDC001_3_24,all_virus_meta_GSE79218_MERS_MMVE001_12_48,all_virus_mock_meta_GSE79218_MERS_MMVE001_24_36,all_virus_mock_meta_GSE68820_SARS_lung_wt_4_7,all_virus_mock_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_meta_GSE68820_SARS_lung_wt_2_7,all_virus_mock_meta_GSE79218_MERS_MMVE001_12_48,all_virus_meta_GSE79218_MERS_MMVE001_24_36,all_virus_meta_GSE79172_MERS_MDC001_0_24,all_virus_meta_GSE79172_MERS_MDC001_0_12,all_virus_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_meta_GSE68820_SARS_lung_wt_4_7,all_virus_meta_GSE79218_MERS_MMVE001_0_48
LOC100133130,0,0,0,0,0,0,0,1.135212399,0,0,0,0,-1.496891906
LOC100133131,0,0,0,0,0,0,0,0,1.345751656,0,0,0,0
LOC100133145,0,0,0,0,0,0,0,0,0,-1.392746133,0,0,0
LOC100133161,0,-1.423409732,0,0,0,0,0,-1.517057624,0,0,0,0,0
LOC100133190,0,1.356936563,-1.27522497,0,0,0,0,-1.27522497,0,0,0,0,1.715095313
LOC100133286,0,-1.653403166,-1.360796483,0,0,0,-1.653403166,-1.360796483,-1.504522067,-1.538096607,0,0,0
LOC100133299,-1.652194895,1.362286316,0,0,0,0,1.362286316,0,0,0,0,0,0
LOC100133306,0,0,0,0,0,0,0,0,0,0,0,0,-1.261319565
LOC100133308,0,1.085822709,0,0,0,0,1.085822709,0,0,0,0,0,0
LOC100133311,0,0,0,0,0,0,0,0,0,0,0,0,-1.099148147
LOC100133315,1.207286871,0,0,0,0,0,0,1.069948376,1.267897604,0,0,0,-1.149331547
LOC100133319,-1.396195863,-1.202207805,0,0,0,0,-1.202207805,0,-1.39579742,0,0,0,-1.475109533
LOC100133461,0,0,0,0,0,0,0,0,0,0,0,0,1.088297919
LOC100133612,1.439987336,-1.488646722,0,0,0,0,0,0,0,1.34663923,0,0,-1.8234327
LOC100133669,1.432724308,-2.228253973,-1.832363925,0,0,0,-2.228253973,-1.832363925,1.396650416,1.362273963,0,0,1.330114262
LOC100133857,0,0,0,0,0,0,0,0,0,0,0,0,-1.078436074
LOC100133920,0,0,-1.456299351,0,0,0,0,-1.456299351,0,0,0,0,1.193642525
LOC100133957,0,-1.089266746,0,0,0,0,-1.089266746,0,0,0,0,0,-1.188801085
LOC100133985,0,-1.483911541,0,0,0,0,-1.483911541,0,0,-1.369278836,0,0,-1.418426353
LOC100133991,0,-1.616496801,0,0,0,0,-1.616496801,0,1.37490222,1.340978545,0,0,0
LOC100134040,0,-1.330392741,0,0,0,0,0,0,1.202828575,1.218821553,0,0,-1.32479757
LOC100134167,1.223115033,-1.355049529,0,0,0,0,-1.355049529,-2.172150962,0,0,0,0,-1.496133502
LOC100134229,0,1.171945309,0,0,0,0,1.171945309,1.058769106,-1.404027712,-1.330668652,0,0,1.086500706
LOC100134237,0,-2.638504773,0,0,0,0,-2.638504773,0,0,-1.347984511,0,0,-1.346409953
LOC100134240,0,1.321523688,0,0,0,0,0,0,-1.472019738,-1.546126265,0,0,1.624854016
LOC100134259,0,-1.200888619,0,0,0,0,-1.200888619,0,0,0,0,0,0
LOC100134285,0,0,0,0,0,0,0,0,0,0,0,0,-2.001661096
LOC100134365,0,1.936925061,1.304187056,0,0,0,0,1.304187056,0,0,0,0,0
LOC100134368,0,-1.131443158,0,0,0,0,-1.131443158,0,0,0,0,0,-1.224400085
LOC100134409,0,1.552647972,1.351930149,0,0,0,1.552647972,1.351930149,1.249538547,0,0,0,1.753265124
LOC100134663,0,-1.941391187,0,0,0,0,0,0,0,-1.449569673,0,0,-1.590596657
LOC100134713,0,-2.998985833,0,0,0,0,-2.998985833,0,0,0,0,0,-1.589834078
LOC100134868,0,-2.37079989,0,0,0,0,-2.37079989,0,0,0,0,0,-3.271182389
LOC100134937,0,1.18032297,0,0,0,0,1.18032297,1.113849637,1.370879819,1.259008797,0,0,-1.64835654
LOC100144602,0,-1.072330588,0,0,0,0,-1.072330588,0,0,0,0,0,-1.472220916
LOC100144603,0,-1.777864528,-1.324014776,0,0,0,0,-1.324014776,0,-1.237646105,0,0,0
LOC100144604,0,-2.607757817,-1.322515018,0,0,0,-2.607757817,-1.322515018,-1.470449533,-1.37043672,0,0,-1.889538836
LOC100147773,1.240399168,0,0,0,0,0,0,0,1.439568263,1.343364262,0,0,1.088591279
LOC100170939,0,-6.371272129,-1.725950641,0,0,0,-6.371272129,-1.725950641,2.224425678,2.151619826,0,0,-3.105783757
LOC100188947,0,0,0,0,0,0,0,0,0,0,0,0,1.098833664
LOC100189589,0,-1.058853568,0,0,0,0,-1.058853568,0,0,0,0,0,0
LOC100190938,0,-1.665113133,0,0,0,0,-1.665113133,-1.238734826,0,0,0,0,0
LOC100190939,-1.289345003,-2.181746086,0,0,0,0,0,-1.658447382,0,0,0,0,-2.513451755
LOC100190940,0,1.061341529,0,0,0,0,1.061341529,0,0,0,0,0,0
LOC100190986,0,-1.488460817,0,0,0,0,0,1.143976474,0,0,0,0,-2.284047044
LOC100192378,0,0,0,0,0,0,0,0,0,0,0,0,1.328832297
LOC100192426,0,-1.541399821,-1.142136284,0,0,0,0,-1.142136284,0,0,0,0,-2.119027496
LOC100216001,0,4.52087441,0,0,0,0,4.52087441,1.603440196,0,0,0,0,3.2690509
LOC100216545,0,-2.174771439,-1.316682708,0,0,0,-2.174771439,-1.316682708,-1.507313984,-1.554068457,0,0,-1.717246827
LOC100216546,0,-1.515005383,0,0,0,0,-1.515005383,-1.237318858,0,0,0,0,-1.331174897
LOC100233156,0,1.145894386,0,0,0,0,0,-1.086260052,0,1.19973697,0,0,-1.194621638
LOC100233209,0,-1.793112076,0,0,0,0,-1.793112076,0,0,0,0,0,-2.773624454
LOC100240734,0,1.162113591,-1.282636625,0,0,0,1.162113591,-1.282636625,0,1.136743806,0,0,0
LOC100240735,0,0,0,0,0,0,0,0,0,0,0,0,1.085502155
LOC100268168,0,-1.667729736,0,0,0,0,-1.667729736,0,0,0,0,0,1.252242725
LOC100270679,0,-2.844948195,0,0,0,0,0,-1.577846066,0,-1.129183477,0,0,-3.727473833
LOC100270680,0,-1.155437308,0,0,0,0,0,-1.070809157,0,-1.155540866,0,0,-1.091722267
LOC100270710,0,1.302484917,0,0,0,0,0,0,0,0,0,0,1.388305798
LOC100270804,1.354080722,-1.175307339,0,0,0,0,-1.175307339,0,1.424854819,1.44010577,0,0,-2.129500057
LOC100271722,0,0,0,0,0,0,0,-1.239883288,0,1.187708452,0,0,0
LOC100272216,0,-1.890786357,0,0,0,0,0,0,1.491570785,1.273260381,0,0,-3.75345164
LOC100286979,1.38502116,1.309792263,0,0,0,0,1.309792263,0,1.325354462,1.393119434,0,0,1.521901271
LOC100287195,0,1.1448156,0,0,0,0,1.1448156,1.303677618,0,0,0,0,-1.152544073
LOC100287221,1.350326745,1.362214926,0,0,0,0,0,0,0,1.281004071,0,0,1.373301956
LOC100287314,0,-1.747394523,0,0,0,0,0,-1.708585909,0,0,0,0,-1.41455981
LOC100287477,0,-1.115657575,0,0,0,0,-1.115657575,0,0,0,0,0,-1.217478031
LOC100287879,0,-1.120073129,0,0,0,0,0,0,-1.170821378,-1.154116746,0,0,-1.63730432
LOC100288018,0,1.07803149,1.074201016,0,0,0,1.07803149,1.074201016,0,-1.07782601,0,0,0
LOC100288069,0,-1.302153597,0,0,0,0,-1.302153597,0,0,0,0,0,-1.821722557
LOC100288292,0,-1.48328845,0,0,0,0,-1.48328845,-1.341803144,0,0,0,0,0
LOC100288428,0,-1.169763001,-1.084851287,0,0,0,0,-1.084851287,0,0,0,0,0
LOC100288524,-1.219910128,1.211700979,0,0,0,0,1.211700979,0,-1.312961813,-1.245906322,0,0,-1.265709575
LOC100288615,0,-1.681142991,0,0,0,0,-1.681142991,-1.439322254,0,1.229859431,0,0,-1.908590154
LOC100288884,0,-1.109174453,0,0,0,0,0,0,0,0,0,0,-1.19797335
LOC100288911,-1.444459519,0,-1.351344455,0,0,0,0,-1.351344455,-1.687235886,-1.427116101,0,0,-1.467402323
LOC100289079,0,0,0,0,0,0,0,0,0,0,0,0,-1.194116741
LOC100289090,0,-1.355230034,0,0,0,0,0,0,0,-1.154916547,0,0,0
LOC100289094,0,0,0,0,0,0,0,0,0,0,0,0,-1.104969019
LOC100289178,0,-1.55205436,-1.222784135,0,0,0,-1.55205436,-1.222784135,0,0,0,0,-1.789165986
LOC100289186,0,1.108425894,0,0,0,0,1.108425894,0,0,0,0,0,-1.364617378
LOC100289255,1.629578282,-2.035802695,0,0,0,0,-2.035802695,0,0,0,0,0,0
LOC100289341,0,1.79748481,0,0,0,0,1.79748481,0,0,-1.283966768,0,0,1.803632191
LOC100289388,0,1.202677672,1.454483515,0,0,0,1.202677672,1.454483515,0,-1.214190264,0,0,1.291229672
LOC100289509,0,1.190639315,0,0,0,0,1.190639315,1.169418336,0,0,0,0,1.188963441
LOC100289580,0,-1.662014018,-1.304599686,0,0,0,-1.662014018,-1.304599686,-1.344717629,-1.499930663,0,0,-1.492968249
LOC100289650,-1.228526542,0,-1.274908207,0,0,0,0,-1.274908207,0,0,0,0,0
LOC100291323,0,-1.086437623,0,0,0,0,-1.086437623,0,0,0,0,0,-1.329312026
LOC100292409,-1.399692505,1.638507783,1.181766249,0,0,0,1.638507783,1.181766249,-1.284978748,0,0,0,1.290418017
LOC100292680,0,0,0,0,0,0,0,0,0,0,0,0,1.652177743
LOC100292905,0,-2.577598864,-1.200951996,0,0,0,-2.577598864,-1.200951996,0,-1.215165661,0,0,0
LOC100293516,0,0,0,0,0,0,0,0,0,1.348884483,0,0,0
LOC100306975,0,-1.284623311,0,0,0,0,0,0,-1.426513252,0,0,0,1.468964088
LOC100329135,0,1.088023124,0,0,0,0,1.088023124,0,0,0,0,0,1.121357924
LOC100335030,-1.433588311,0,-1.337709039,0,0,0,0,-1.337709039,0,1.332766491,0,0,0
LOC100499183,0,-1.257984694,0,0,0,0,-1.257984694,0,0,0,0,0,0
LOC100499221,0,-1.197429498,0,0,0,0,-1.197429498,0,-1.772484061,-1.614087323,0,0,-1.207998823
LOC100499484,0,-1.277809088,0,0,0,0,-1.277809088,0,0,-1.10052542,0,0,-1.238104532
LOC100500938,0,-1.188965342,0,0,0,0,-1.188965342,0,0,0,0,0,0
LOC100505488,0,1.08586844,0,0,0,0,0,0,0,0,0,0,1.08369389
LOC100505585,0,-2.108082443,0,0,0,0,0,0,-1.137313837,-1.155731054,0,0,0
LOC100505635,0,0,0,0,0,0,0,0,0,-1.13751766,0,0,-1.095762842
LOC100505648,0,1.421202081,1.229313014,0,0,0,1.421202081,1.229313014,1.414331362,1.398113507,0,0,-2.202525029
LOC100505679,0,1.400657748,1.084172647,0,0,0,0,1.084172647,0,0,0,0,1.278139281
LOC100505683,0,1.17400793,0,0,0,0,1.17400793,0,0,0,0,0,-1.264387951
LOC100505719,0,-1.441528919,0,0,0,0,-1.441528919,0,0,0,0,0,-1.719266687
LOC100505806,0,2.206157859,0,0,0,0,2.206157859,0,0,0,0,0,1.633862878
LOC100505841,0,0,0,0,0,0,0,0,0,0,0,0,1.064829154
LOC100505873,0,-1.471030212,-1.258498617,0,0,0,-1.471030212,-1.258498617,0,0,0,0,0
LOC100505876,0,1.447437066,1.134097716,0,0,0,1.447437066,1.134097716,0,0,0,0,0
LOC100505880,0,-1.750953667,0,0,0,0,-1.750953667,0,0,-1.168204944,0,0,-4.266010348
LOC100505933,0,-4.621771505,-1.219322702,0,0,0,-4.621771505,-1.219322702,0,0,0,0,-14.95550312
LOC100506036,0,1.071822656,1.053406905,0,0,0,1.071822656,1.053406905,0,0,0,0,0
LOC100506105,0,-1.576779747,0,0,0,0,-1.576779747,0,0,0,0,0,0
LOC100506123,1.317252787,1.930620103,0,0,0,0,0,2.175889263,1.906415221,1.586698042,0,0,-1.158747529
LOC100506127,0,0,0,0,0,0,0,0,0,0,0,0,1.067345168
LOC100506128,1.369601223,0,-1.339925443,0,0,0,0,-1.339925443,1.392861365,1.315094657,0,0,0
LOC100506136,0,1.16146355,0,0,0,0,1.16146355,0,0,0,0,0,0
LOC100506173,-1.296861107,0,0,0,0,0,0,0,0,-1.209347704,0,0,-1.670844088
LOC100506190,0,-2.241871096,0,0,0,0,-2.241871096,0,0,0,0,0,1.507102833
LOC100506191,0,-1.29708722,0,0,0,0,-1.29708722,0,0,0,0,0,0
LOC100506220,0,-1.170985967,1.27112148,0,0,0,-1.170985967,1.27112148,0,-1.152307412,0,0,-1.310532185
LOC100506241,0,0,1.100363458,0,0,0,0,1.100363458,0,0,0,0,0
LOC100506247,0,1.059148632,0,0,0,0,1.059148632,0,0,0,0,0,0
LOC100506253,0,-1.066224678,0,0,0,0,-1.066224678,0,0,0,0,0,0
LOC100506255,0,0,0,0,0,0,0,1.093210761,0,1.149612474,0,0,0
LOC100506310,0,-1.153951411,0,0,0,0,-1.153951411,0,0,0,0,0,-1.190998917
LOC100506328,1.260739918,1.153677108,0,0,0,0,1.153677108,0,1.286887135,1.228708235,0,0,0
LOC100506342,-1.31606514,0,0,0,0,0,0,-1.488600327,-1.421815318,-1.342937806,0,0,-1.586242514
LOC100506351,0,-1.407733329,-1.191439691,0,0,0,-1.407733329,-1.191439691,0,0,0,0,0
LOC100506390,-1.607298851,1.914614813,0,0,0,0,1.914614813,1.455569352,-1.265942143,0,0,0,1.360441086
LOC100506422,0,-1.050578117,0,0,0,0,-1.050578117,0,0,0,0,0,0
LOC100506459,0,-2.496041609,-1.722014355,0,0,0,-2.496041609,-1.722014355,0,1.563300866,0,0,-2.460628679
LOC100506514,0,-1.494643461,-1.283671704,0,0,0,-1.494643461,-1.283671704,0,0,0,0,-2.08274284
LOC100506533,0,0,0,0,0,0,0,0,0,1.182408275,0,0,0
LOC100506639,0,-2.190502927,-1.21114913,0,0,0,-2.190502927,-1.21114913,0,0,0,0,0
LOC100506650,0,0,0,0,0,0,0,0,0,-1.189976901,0,0,-1.266087391
LOC100506676,0,1.873723247,0,0,0,0,1.873723247,1.129046609,0,0,0,0,1.531973069
LOC100506694,0,0,0,0,0,0,0,-1.457822464,0,1.196104021,0,0,-1.380578176
LOC100506710,0,0,-1.147908238,0,0,0,0,-1.147908238,1.22136413,1.320397201,0,0,-1.850257206
LOC100506713,0,-1.188280663,0,0,0,0,-1.188280663,0,1.337702968,1.328762318,0,0,-1.398957895
LOC100506731,0,1.255939383,0,0,0,0,0,0,0,0,0,0,0
LOC100506733,0,-1.058759598,1.062917062,0,0,0,0,1.062917062,0,0,0,0,0
LOC100506748,0,1.326659496,0,0,0,0,0,1.887674354,-1.320745593,-1.120631701,0,0,-1.911937672
LOC100506816,0,0,0,0,0,0,0,0,-1.60908737,-1.298382741,0,0,-1.182084596
LOC100506866,0,0,1.140953648,0,0,0,0,1.140953648,1.320921187,1.35032209,0,0,0
LOC100506898,0,0,0,0,0,0,0,0,0,1.137693115,0,0,-1.636005935
LOC100506930,0,-1.657220515,-1.40373416,0,0,0,-1.657220515,-1.40373416,0,0,0,0,-1.939183372
LOC100506972,1.227734842,-1.162433582,0,0,0,0,-1.162433582,0,0,0,0,0,0
LOC100507003,0,-1.105714611,0,0,0,0,-1.105714611,0,0,-1.297559876,0,0,-1.336123647
LOC100507012,0,1.057727585,0,0,0,0,1.057727585,0,0,0,0,0,0
LOC100507055,0,-7.124041434,-1.58055713,0,0,0,-7.124041434,-1.58055713,0,1.210655214,0,0,-7.767204893
LOC100507096,1.374832293,0,0,0,0,0,0,0,0,0,0,0,0
LOC100507199,0,-1.965435844,-1.199209004,0,0,0,-1.965435844,-1.199209004,0,0,0,0,0
LOC100507205,0,-1.66775926,0,0,0,0,-1.66775926,0,0,0,0,0,0
LOC100507410,0,1.280722726,0,0,0,0,1.280722726,0,0,0,0,0,1.537277481
LOC100507421,0,1.126012767,0,0,0,0,1.126012767,0,0,0,0,0,1.168280585
LOC100507431,0,1.682548025,0,0,0,0,1.682548025,0,0,0,0,0,0
LOC100507465,0,0,0,0,0,0,0,0,0,0,0,0,-1.080913988
LOC100507505,0,-1.48234134,0,0,0,0,0,0,0,0,0,0,-2.290089568
LOC100507507,0,1.88505059,-1.234974477,0,0,0,1.88505059,-1.234974477,1.292616131,1.222975754,0,0,1.239871801
LOC100507530,0,1.121574862,1.240502279,0,0,0,0,1.240502279,0,0,0,0,1.202884866
LOC100507547,0,-1.381248634,-1.142714799,0,0,0,-1.381248634,-1.142714799,0,0,0,0,-1.676551495
LOC100507605,0,1.042587205,0,0,0,0,0,0,0,0,0,0,0
LOC100507634,0,0,0,0,0,0,0,0,0,-1.103795784,0,0,0
LOC100507637,-1.465532439,0,0,0,0,0,0,0,0,-2.065072937,0,0,0
LOC100507650,0,0,0,0,0,0,0,0,0,-1.218567996,0,0,-1.17285616
LOC100507747,0,-2.131091936,0,0,0,0,-2.131091936,-1.383230808,0,-1.469642626,0,0,0
LOC100508233,0,-1.06564373,0,0,0,0,0,-1.06097821,0,0,0,0,-1.055220924
LOC100508384,0,0,-1.11943854,0,0,0,0,-1.11943854,0,-1.934768927,0,0,0
LOC100509091,0,-1.629727318,-1.055390497,0,0,0,-1.629727318,-1.055390497,0,0,0,0,-1.827709434
LOC100509175,0,-1.132922954,-1.064075268,0,0,0,-1.132922954,-1.064075268,-1.177552164,0,0,0,-1.270185045
LOC100509378,0,-1.068712983,0,0,0,0,0,0,0,0,0,0,-1.1580768
LOC100509490,0,-1.290480034,0,0,0,0,0,0,1.51173703,1.28910647,0,0,0
LOC100509553,1.299563397,-1.520458257,0,0,0,0,0,0,0,0,0,0,-1.415534487
LOC100509860,0,-1.205399099,0,0,0,0,-1.205399099,0,1.314514919,1.310445622,0,0,-1.231322142
LOC100509861,0,0,-1.090158523,0,0,0,0,-1.090158523,0,0,0,0,-1.173793512
LOC100616668,0,-1.603807245,0,0,0,0,0,0,1.266468246,1.220911162,0,0,-1.148270749
LOC100628314,0,0,0,0,0,0,0,0,0,0,0,0,1.049594551
LOC100652758,0,-1.2314221,0,0,0,0,0,0,0,0,0,0,1.60934226
LOC100652762,0,-2.180103644,0,0,0,0,-2.180103644,-1.663246423,0,-1.206488871,0,0,0
LOC100652763,0,-1.132342151,0,0,0,0,0,0,0,0,0,0,-1.15873577
LOC100652764,0,2.606162157,1.357835176,0,0,0,2.606162157,1.357835176,0,-1.182496188,0,0,1.628257163
LOC100652791,0,-1.07863368,0,0,0,0,0,0,0,1.300977867,0,0,-1.918185747
LOC100652805,0,1.560947354,0,0,0,0,0,0,0,0,0,0,1.263822341
LOC100652822,0,0,0,0,0,0,0,0,0,0,0,0,-1.147525579
LOC100652824,0,-1.464744338,0,0,0,0,-1.464744338,0,-1.487792124,-1.478129638,0,0,0
LOC100652838,0,-1.315235973,0,0,0,0,0,0,-1.260442326,-1.304589052,0,0,-1.180507584
LOC100652851,0,0,1.066811861,0,0,0,0,1.066811861,0,-1.145588335,0,0,0
LOC100652857,0,-1.060425532,0,0,0,0,-1.060425532,0,0,0,0,0,0
LOC100652869,0,-1.986255887,0,0,0,0,0,-1.240401332,0,0,0,0,0
LOC100652917,1.288926334,-1.232285439,0,0,0,0,-1.232285439,0,0,0,0,0,-1.996469853
LOC100652922,-1.243412806,0,0,0,0,0,0,0,0,0,0,0,-1.150218878
LOC100652953,0,-1.21849945,0,0,0,0,0,1.607060457,0,-1.212589474,0,0,-1.178152337
LOC100652967,0,-1.168896079,0,0,0,0,0,0,0,0,0,0,-1.565450132
LOC100652995,0,-1.256126364,0,0,0,0,-1.256126364,0,0,0,0,0,-1.343147908
LOC100653000,0,-1.270686116,0,0,0,0,-1.270686116,0,0,0,0,0,1.582775653
LOC100653058,1.489870523,-1.668698283,0,0,0,0,-1.668698283,0,0,-1.267373359,0,0,-1.76928663
LOC100653060,1.657277231,-1.949847336,0,0,0,0,-1.949847336,0,0,-1.13908154,0,0,-4.277570748
LOC100653108,0,0,0,0,0,0,0,0,0,0,0,0,-1.328096162
LOC100653210,0,-1.675766803,0,0,0,0,-1.675766803,0,0,0,0,0,0
LOC100653224,0,-1.129882198,-1.573690319,0,0,0,-1.129882198,-1.573690319,0,0,0,0,0
LOC100653245,0,-1.52290695,0,0,0,0,0,0,0,0,0,0,-2.58626428
LOC100653259,0,-1.162529904,0,0,0,0,-1.162529904,0,0,1.161478877,0,0,-1.642876501
LOC100653296,0,-1.447246361,0,0,0,0,-1.447246361,0,0,0,0,0,-1.458934857
LOC100653325,1.429778544,-1.185955896,0,0,0,0,-1.185955896,0,0,0,0,0,0
LOC100653515,0,0,-1.370235662,0,0,0,0,-1.370235662,0,-1.368727181,0,0,1.209073993
LOC113230,0,-1.608462243,0,0,0,0,-1.608462243,0,0,-1.317457632,0,0,0
LOC115110,1.461877896,-1.767198171,-1.262607004,0,0,0,-1.767198171,-1.262607004,1.220054353,0,0,0,-1.216392475
LOC116437,0,-1.323425006,0,0,0,0,-1.323425006,0,0,0,0,0,0
LOC120824,0,0,0,0,0,0,0,0,0,-1.117964205,0,0,-1.242742988
LOC126536,0,-1.787353973,0,0,0,0,0,0,0,1.591638469,0,0,-1.53931388
LOC127841,0,1.062279363,0,0,0,0,1.062279363,0,0,0,0,0,0
LOC128322,0,1.308982344,0,0,0,0,0,1.147324179,0,0,0,0,1.382916274
LOC142937,-1.273754186,1.383489978,0,0,0,0,1.383489978,0,0,-1.360471325,0,0,-1.306190265
LOC143188,1.436483023,-1.394274745,-1.139770739,0,0,0,-1.394274745,-1.139770739,0,0,0,0,-1.373504904
LOC143286,0,-1.377317111,0,0,0,0,0,0,1.469098591,0,0,0,-1.489290697
LOC143666,-1.235646432,0,0,0,0,0,0,0,0,0,0,0,-1.511621666
LOC144486,0,1.202896855,1.134904111,0,0,0,1.202896855,1.134904111,0,0,0,0,1.154802623
LOC144571,1.300038809,-1.31730475,0,0,0,0,0,-1.212218895,0,0,0,0,-1.379051307
LOC144817,0,0,-1.174335841,0,0,0,0,-1.174335841,1.235584643,1.270671434,0,0,1.108828864
LOC145216,0,-1.769003445,0,0,0,0,-1.769003445,-1.406460374,-1.252970607,-1.216183368,0,0,-1.637767556
LOC145474,-1.312661532,-2.531607796,0,0,0,0,0,-1.481273033,-2.213177848,-1.923523157,0,0,-2.779462628
LOC145678,0,-1.135399631,0,0,0,0,-1.135399631,0,0,0,0,0,-1.181683427
LOC145694,0,1.66611317,0,0,0,0,1.66611317,0,0,0,0,0,1.675952406
LOC145757,0,-1.353992706,0,0,0,0,-1.353992706,0,0,-1.252656201,0,0,-1.368546533
LOC145783,0,-1.537967773,-1.699252594,0,0,0,-1.537967773,-1.699252594,0,0,0,0,0
LOC145820,0,-2.495839066,0,0,0,0,0,-1.84219605,-1.268593251,0,0,0,-2.214888191
LOC145837,0,-1.036127551,0,0,0,0,-1.036127551,0,0,1.172329639,0,0,-1.07481531
LOC145845,-1.423149345,-2.420017523,0,0,0,0,-2.420017523,0,0,0,0,0,-1.415493033
LOC145945,0,-2.198429388,-1.396785671,0,0,0,-2.198429388,-1.396785671,-1.955279418,-1.572253509,0,0,0
LOC146336,0,-1.325844162,0,0,0,0,-1.325844162,0,0,0,0,0,0
LOC146481,0,0,1.144239064,0,0,0,0,1.144239064,0,0,0,0,1.301353976
LOC146513,0,0,0,0,0,0,0,0,0,1.105752188,0,0,0
LOC146795,0,-3.266626574,0,0,0,0,0,-1.771838872,0,0,0,0,-2.700418977
LOC146880,1.254377349,0,0,0,0,0,0,0,1.384541827,1.324443838,0,0,0
LOC147646,0,-1.144956168,0,0,0,0,-1.144956168,0,0,-1.340741517,0,0,-1.326088894
LOC147670,0,-1.868002385,-1.411950441,0,0,0,0,-1.411950441,0,1.119921521,0,0,-1.420505162
LOC147727,0,1.718655776,-1.068817996,0,0,0,1.718655776,-1.068817996,0,0,0,0,-1.152992035
LOC147804,0,-1.406832051,0,0,0,0,-1.406832051,0,0,-1.227184002,0,0,-1.154492366
LOC148145,0,0,0,0,0,0,0,0,0,-1.443167407,0,0,0
LOC148189,0,1.406005996,-1.484522832,0,0,0,0,-1.484522832,0,1.264614807,0,0,1.709406651
LOC148413,0,1.990343218,0,0,0,0,1.990343218,1.322531828,2.047834004,1.811982928,0,0,1.76064121
LOC148696,0,-1.420617025,0,0,0,0,-1.420617025,0,0,-1.149965338,0,0,0
LOC148709,0,3.690821421,2.056600612,0,0,0,3.690821421,2.056600612,0,0,0,0,2.7062699
LOC149351,0,0,0,0,0,0,0,1.068841746,0,0,0,0,0
LOC149773,0,0,-1.055769188,0,0,0,0,-1.055769188,0,0,0,0,0
LOC149837,1.31229133,-1.052179984,0,0,0,0,-1.052179984,0,0,1.228804641,0,0,0
LOC149950,0,-1.500236278,0,0,0,0,-1.500236278,-1.402611252,0,-1.383825638,0,0,0
LOC150005,0,0,0,0,0,0,0,0,0,0,0,0,-1.236965442
LOC150185,0,0,0,0,0,0,0,0,0,-1.654983806,0,0,0
LOC150197,0,-1.134342799,0,0,0,0,-1.134342799,0,0,0,0,0,-1.133993871
LOC150381,-1.434144379,1.453244687,0,0,0,0,1.453244687,0,0,0,0,0,1.604082809
LOC150568,0,0,0,0,0,0,0,0,0,0,0,0,1.084846428
LOC150622,0,0,0,0,0,0,0,0,0,-1.256943721,0,0,-1.124222008
LOC150935,1.656224527,1.213390061,0,0,0,0,0,0,1.496703492,1.420857342,0,0,1.271732771
LOC151009,0,-1.529541196,0,0,0,0,-1.529541196,0,0,-1.566055955,0,0,-1.506812737
LOC151171,1.420527088,-2.735483258,0,0,0,0,-2.735483258,0,0,0,0,0,0
LOC151174,1.276455188,-2.138496421,0,0,0,0,-2.138496421,0,0,0,0,0,-1.681143227
LOC151300,0,-1.039007344,-1.048203141,0,0,0,-1.039007344,-1.048203141,0,0,0,0,-1.052715939
LOC151475,0,0,0,0,0,0,0,0,0,0,0,0,-1.247285904
LOC151484,1.464565094,0,0,0,0,0,0,0,0,0,0,0,0
LOC151534,0,-1.715443748,0,0,0,0,-1.715443748,0,0,0,0,0,-1.331641081
LOC151657,0,-2.332156843,-1.153024636,0,0,0,0,-1.153024636,0,0,0,0,-2.25621838
LOC151760,0,-1.164555803,0,0,0,0,-1.164555803,0,0,0,0,0,0
LOC152024,0,0,0,0,0,0,0,0,0,0,0,0,-1.221594127
LOC152217,0,1.896759294,0,0,0,0,0,0,0,0,0,0,0
LOC152225,1.602418822,2.913369892,1.921931926,0,0,0,2.913369892,1.921931926,1.4828672,1.259467004,0,0,3.172564621
LOC152286,0,-1.130501451,0,0,0,0,0,0,0,0,0,0,-1.197011651
LOC152578,0,-1.055097572,0,0,0,0,-1.055097572,0,0,0,0,0,-1.101201039
LOC152586,0,1.161555665,0,0,0,0,1.161555665,0,1.208520449,1.205931883,0,0,1.18014953
LOC153546,0,0,0,0,0,0,0,0,0,-1.302650079,0,0,-3.263249088
LOC153577,1.28524662,0,0,0,0,0,0,0,1.381396413,1.278765447,0,0,-2.072592401
LOC153684,1.579333683,-1.13720724,-1.195377875,0,0,0,-1.13720724,-1.195377875,1.587809357,1.33835232,0,0,1.284987634
LOC153811,0,-1.597950949,0,0,0,0,-1.597950949,0,0,0,0,0,-1.676144211
LOC153910,0,1.060094541,0,0,0,0,1.060094541,0,0,0,0,0,0
LOC154761,0,1.740120995,1.180983959,0,0,0,1.740120995,1.180983959,0,0,0,0,1.63479714
LOC154822,1.44060321,0,0,0,0,0,0,0,0,0,0,0,0
LOC154860,0,0,0,0,0,0,0,0,1.333704576,0,0,0,0
LOC155060,2.168359476,-2.810392373,-1.2592231,0,0,0,-2.810392373,-1.2592231,1.603491439,1.494186287,0,0,-2.964921856
LOC157273,0,-1.104092176,0,0,0,0,-1.104092176,0,1.333314103,1.346869967,0,0,-1.464660813
